age,usage_gb,complaints,tenure_months,plan_type,churn
44.0,5.4,2,33,Postpaid,0
25.0,25.6,4,40,Prepaid,0
44.0,8.3,4,29,Prepaid,1
35.0,22.3,1,15,Postpaid,0
19.0,10.9,0,40,Prepaid,0
24.0,21.5,5,18,Prepaid,1
44.0,7.6,5,13,Prepaid,1
22.0,12.1,4,33,Postpaid,0
62.0,16.8,3,22,Prepaid,0
57.0,16.0,4,53,Prepaid,0
54.0,18.6,2,39,Prepaid,0
26.0,9.1,4,23,Prepaid,0
59.0,12.5,1,3,Postpaid,0
51.0,19.5,0,21,Postpaid,0
38.0,7.8,1,7,Prepaid,0
18.0,15.4,1,13,Prepaid,0
45.0,10.7,1,17,Prepaid,0
59.0,13.2,2,39,Postpaid,0
19.0,12.5,0,7,Prepaid,0
20.0,7.3,2,10,Prepaid,0
37.0,10.4,2,3,Prepaid,0
44.0,12.9,1,55,Prepaid,1
42.0,11.4,2,59,Postpaid,0
40.0,21.4,4,18,Prepaid,0
31.0,18.1,2,27,Postpaid,0
21.0,13.7,0,18,Prepaid,0
19.0,7.4,4,32,Prepaid,0
23.0,7.1,3,33,Postpaid,1
53.0,23.8,2,16,Prepaid,0
58.0,5.9,0,39,Postpaid,0
40.0,12.7,0,1,Prepaid,0
22.0,14.2,0,39,Prepaid,0
39.0,10.1,5,45,Prepaid,0
69.0,6.0,1,4,Postpaid,0
30.0,7.3,2,43,Postpaid,0
43.0,8.7,4,44,Postpaid,0
45.0,7.7,3,58,Postpaid,0
35.0,20.0,0,48,Prepaid,0
40.0,11.9,5,2,Postpaid,1
42.0,8.9,1,5,Prepaid,0
42.0,12.6,4,9,Postpaid,0
55.0,16.0,4,35,Postpaid,0
48.0,9.9,3,43,Prepaid,0
20.0,17.4,0,39,Postpaid,0
18.0,4.4,3,20,Postpaid,0
39.0,19.0,1,12,Prepaid,0
65.0,11.9,5,4,Postpaid,0
19.0,11.7,4,23,Prepaid,0
21.0,7.8,4,18,Postpaid,0
53.0,4.6,4,18,Postpaid,0
41.0,2.0,1,6,Prepaid,0
29.0,7.4,0,18,Prepaid,0
28.0,15.5,3,50,Prepaid,0
52.0,6.2,3,15,Postpaid,1
45.0,2.7,5,52,Postpaid,1
51.0,6.5,3,6,Postpaid,0
32.0,9.7,4,38,Postpaid,0
45.0,9.9,2,7,Prepaid,0
62.0,11.2,0,23,Prepaid,0
34.0,18.2,0,57,Postpaid,0
38.0,19.5,2,46,Prepaid,0
26.0,24.0,0,31,Prepaid,0
51.0,2.3,3,38,Prepaid,0
19.0,6.9,2,39,Prepaid,0
30.0,16.2,1,47,Postpaid,0
55.0,9.3,3,35,Prepaid,1
19.0,17.2,4,31,Prepaid,0
69.0,13.2,0,5,Prepaid,0
39.0,21.5,2,57,Prepaid,0
38.0,18.3,5,34,Prepaid,0
45.0,18.4,1,18,Postpaid,0
51.0,9.5,4,8,Prepaid,0
41.0,11.4,2,36,Postpaid,0
63.0,10.2,1,47,Prepaid,0
68.0,3.0,5,48,Prepaid,0
28.0,20.8,2,53,Postpaid,0
54.0,16.5,5,53,Prepaid,1
33.0,9.9,3,37,Prepaid,0
69.0,19.8,4,56,Prepaid,0
31.0,8.2,4,5,Postpaid,0
33.0,1.0,5,24,Postpaid,0
55.0,18.0,3,29,Prepaid,0
59.0,4.3,5,42,Postpaid,1
24.0,10.8,0,18,Prepaid,0
46.0,13.2,2,18,Postpaid,0
35.0,14.3,2,54,Postpaid,0
49.0,17.1,0,39,Prepaid,0
46.0,15.5,5,38,Prepaid,0
69.0,15.3,4,11,Postpaid,0
66.0,7.3,4,30,Prepaid,1
52.0,13.8,3,25,Postpaid,0
53.0,3.0,3,37,Prepaid,0
64.0,21.4,2,55,Postpaid,0
27.0,3.6,4,17,Prepaid,0
55.0,9.9,5,48,Postpaid,0
58.0,4.1,1,38,Prepaid,0
24.0,7.6,2,30,Postpaid,0
63.0,12.1,0,57,Postpaid,0
54.0,8.8,5,9,Postpaid,0
36.0,18.9,3,41,Postpaid,0
43.0,13.4,3,24,Prepaid,0
43.0,9.2,1,41,Prepaid,0
65.0,11.2,0,9,Prepaid,0
68.0,19.3,4,44,Prepaid,1
59.0,17.5,5,5,Prepaid,0
51.0,5.2,2,21,Postpaid,0
23.0,7.9,4,54,Postpaid,0
65.0,14.8,3,38,Prepaid,0
24.0,14.1,3,29,Prepaid,0
26.0,5.7,1,20,Prepaid,0
21.0,16.5,3,6,Postpaid,0
67.0,6.7,0,7,Postpaid,0
43.0,19.8,1,43,Prepaid,0
30.0,15.2,2,17,Prepaid,0
22.0,5.2,1,5,Postpaid,0
39.0,8.8,5,26,Prepaid,0
55.0,8.7,0,24,Postpaid,0
69.0,13.0,5,57,Prepaid,0
46.0,10.8,0,14,Postpaid,0
49.0,5.1,5,16,Postpaid,1
61.0,3.6,2,10,Prepaid,0
64.0,15.3,5,12,Prepaid,0
32.0,13.7,3,32,Prepaid,0
69.0,12.6,2,14,Prepaid,0
44.0,13.6,0,43,Prepaid,0
66.0,8.3,2,49,Prepaid,1
24.0,13.1,3,29,Postpaid,0
23.0,27.2,5,15,Prepaid,0
63.0,19.0,1,49,Prepaid,0
52.0,10.3,0,58,Postpaid,0
27.0,8.9,1,55,Prepaid,0
64.0,0.0,1,55,Prepaid,0
23.0,18.4,5,48,Postpaid,1
53.0,16.7,0,44,Postpaid,0
28.0,8.7,5,57,Prepaid,0
21.0,3.4,0,21,Postpaid,0
59.0,5.1,4,55,Prepaid,0
62.0,14.7,2,2,Prepaid,0
23.0,11.5,0,50,Prepaid,0
22.0,16.1,3,20,Prepaid,0
49.0,12.5,4,18,Prepaid,1
19.0,17.8,5,40,Prepaid,0
56.0,14.2,1,11,Postpaid,0
65.0,17.0,3,59,Prepaid,1
57.0,0.0,3,43,Postpaid,0
29.0,4.6,2,2,Prepaid,0
27.0,9.8,5,50,Postpaid,0
53.0,18.5,2,7,Prepaid,1
21.0,23.3,2,49,Prepaid,0
45.0,11.0,3,48,Postpaid,0
41.0,8.3,5,38,Prepaid,0
56.0,0.3,5,36,Postpaid,0
28.0,17.2,4,49,Postpaid,0
57.0,8.7,0,51,Postpaid,0
54.0,29.8,1,42,Prepaid,0
30.0,7.6,0,11,Postpaid,1
36.0,24.6,0,40,Prepaid,0
21.0,16.5,4,12,Postpaid,0
41.0,5.8,4,3,Prepaid,1
31.0,13.4,0,9,Prepaid,0
23.0,16.6,2,28,Postpaid,0
47.0,10.6,1,57,Prepaid,0
47.0,17.0,0,2,Postpaid,0
22.0,16.9,2,5,Prepaid,0
27.0,15.6,0,6,Postpaid,0
22.0,11.9,4,12,Prepaid,0
53.0,5.0,5,32,Prepaid,0
35.0,11.5,2,49,Prepaid,0
21.0,13.1,1,3,Prepaid,0
27.0,0.7,2,48,Postpaid,0
68.0,13.0,5,54,Postpaid,0
31.0,11.4,0,5,Postpaid,0
53.0,4.2,4,27,Postpaid,1
42.0,10.0,0,49,Postpaid,0
27.0,10.1,1,42,Prepaid,0
33.0,23.6,2,11,Prepaid,1
18.0,13.3,2,9,Postpaid,1
56.0,18.2,1,27,Postpaid,0
35.0,11.3,4,51,Prepaid,0
43.0,0.8,4,56,Prepaid,0
25.0,16.0,2,29,Prepaid,0
60.0,8.1,2,32,Postpaid,0
29.0,10.0,0,33,Prepaid,0
47.0,5.7,3,29,Postpaid,1
63.0,12.4,1,39,Postpaid,0
55.0,18.4,1,17,Postpaid,0
49.0,17.6,5,32,Prepaid,0
64.0,21.5,3,37,Postpaid,0
27.0,22.4,4,34,Postpaid,0
68.0,0.0,1,58,Prepaid,0
46.0,4.8,3,44,Prepaid,0
39.0,1.2,0,44,Prepaid,0
31.0,15.8,1,48,Prepaid,0
56.0,7.8,4,32,Prepaid,0
68.0,9.1,2,19,Prepaid,0
53.0,10.7,3,32,Postpaid,1
19.0,14.3,4,55,Prepaid,0
42.0,3.1,5,52,Prepaid,0
56.0,4.4,0,21,Postpaid,0
38.0,12.0,3,29,Postpaid,0
58.0,19.2,5,17,Postpaid,0
54.0,11.8,1,1,Postpaid,0
21.0,7.3,5,19,Postpaid,0
47.0,0.0,3,6,Prepaid,0
26.0,17.7,1,22,Prepaid,0
43.0,7.6,4,4,Prepaid,0
37.0,5.1,5,19,Postpaid,0
59.0,1.7,0,43,Prepaid,0
63.0,3.4,4,50,Prepaid,0
41.0,6.2,5,53,Prepaid,0
45.0,10.6,3,34,Postpaid,0
50.0,4.7,3,33,Prepaid,0
52.0,13.1,0,58,Postpaid,0
51.0,10.5,2,33,Postpaid,0
58.0,25.3,5,5,Prepaid,1
69.0,1.8,4,56,Postpaid,0
61.0,13.0,2,37,Prepaid,0
25.0,13.0,1,40,Prepaid,0
42.0,5.8,4,6,Prepaid,0
41.0,12.6,5,28,Postpaid,0
44.0,16.6,1,28,Prepaid,0
45.0,12.6,4,49,Postpaid,0
55.0,20.3,1,23,Postpaid,0
39.0,0.0,4,21,Prepaid,1
31.0,6.9,5,41,Prepaid,0
41.0,20.9,3,1,Prepaid,0
62.0,17.5,2,44,Prepaid,0
34.0,15.2,1,1,Postpaid,1
19.0,19.4,0,15,Prepaid,1
68.0,0.5,0,30,Postpaid,0
28.0,16.8,5,12,Postpaid,0
49.0,18.4,3,3,Prepaid,0
59.0,8.0,1,25,Prepaid,0
32.0,27.8,3,42,Postpaid,0
35.0,13.2,5,15,Postpaid,0
32.0,0.0,3,17,Prepaid,0
25.0,14.3,5,40,Postpaid,0
25.0,7.7,0,56,Postpaid,0
27.0,19.0,0,31,Postpaid,0
41.0,15.3,3,33,Postpaid,0
45.0,8.4,3,49,Postpaid,0
18.0,21.0,4,4,Postpaid,0
62.0,17.6,5,58,Prepaid,0
53.0,7.0,0,29,Postpaid,0
21.0,11.1,5,23,Prepaid,1
61.0,15.1,0,37,Postpaid,0
19.0,9.8,3,54,Prepaid,0
47.0,10.0,4,56,Postpaid,0
42.0,12.2,4,46,Postpaid,0
44.0,5.6,1,29,Postpaid,0
67.0,0.0,3,9,Prepaid,0
66.0,13.4,5,12,Postpaid,0
32.0,0.1,1,50,Prepaid,0
48.0,6.0,5,8,Prepaid,1
67.0,1.4,3,29,Prepaid,0
55.0,2.1,0,25,Postpaid,0
64.0,14.6,1,42,Postpaid,0
40.0,10.7,5,21,Prepaid,0
32.0,10.4,2,42,Postpaid,0
44.0,4.1,5,30,Prepaid,1
60.0,8.1,2,53,Prepaid,0
66.0,14.3,2,12,Postpaid,0
53.0,11.7,5,45,Postpaid,0
54.0,16.9,4,43,Postpaid,0
44.0,17.8,1,49,Prepaid,0
34.0,10.5,4,29,Prepaid,0
39.0,0.9,1,19,Prepaid,0
43.0,7.5,5,31,Postpaid,0
60.0,11.4,0,58,Prepaid,0
46.0,7.3,3,12,Prepaid,1
59.0,5.7,0,40,Prepaid,0
19.0,12.4,4,14,Prepaid,0
57.0,26.6,5,46,Prepaid,0
44.0,9.1,4,25,Postpaid,1
69.0,12.0,2,51,Prepaid,0
42.0,4.1,4,10,Prepaid,1
42.0,19.5,1,8,Postpaid,1
24.0,17.2,3,57,Prepaid,0
59.0,16.8,5,20,Prepaid,0
54.0,20.2,2,6,Postpaid,0
62.0,9.4,0,50,Prepaid,0
22.0,10.2,2,25,Postpaid,0
29.0,22.3,2,55,Prepaid,0
63.0,15.8,4,26,Postpaid,0
20.0,0.0,4,45,Prepaid,0
44.0,14.7,2,35,Prepaid,0
39.0,8.5,4,29,Prepaid,0
66.0,17.4,0,29,Prepaid,0
62.0,14.4,1,15,Prepaid,0
64.0,1.6,3,44,Prepaid,0
33.0,13.6,4,31,Prepaid,0
48.0,13.3,4,1,Prepaid,0
54.0,14.2,3,24,Prepaid,0
68.0,15.5,0,24,Prepaid,0
18.0,21.0,4,53,Prepaid,0
68.0,14.5,2,26,Postpaid,0
36.0,12.1,1,34,Postpaid,0
24.0,18.9,2,5,Prepaid,0
50.0,25.5,4,24,Postpaid,0
58.0,17.5,1,17,Postpaid,0
24.0,13.2,3,30,Postpaid,0
20.0,14.6,0,54,Prepaid,0
64.0,13.5,4,56,Prepaid,0
66.0,12.1,0,17,Postpaid,0
26.0,25.0,5,37,Prepaid,0
65.0,7.5,5,57,Postpaid,0
65.0,18.9,5,14,Postpaid,0
69.0,11.2,2,26,Prepaid,0
29.0,3.1,4,30,Prepaid,1
48.0,10.9,0,1,Prepaid,0
69.0,8.7,1,28,Postpaid,0
64.0,15.5,0,8,Postpaid,0
49.0,12.5,0,19,Postpaid,0
28.0,5.9,2,7,Prepaid,1
22.0,20.8,3,44,Postpaid,0
31.0,18.5,5,50,Prepaid,0
21.0,21.5,0,16,Prepaid,0
28.0,13.4,2,3,Prepaid,0
21.0,11.8,4,30,Prepaid,0
57.0,16.2,1,7,Prepaid,0
48.0,8.5,4,27,Prepaid,1
44.0,12.8,3,33,Prepaid,0
60.0,10.9,3,28,Prepaid,0
39.0,3.2,0,31,Prepaid,0
38.0,12.8,1,34,Postpaid,0
28.0,9.4,5,10,Prepaid,0
41.0,10.5,5,41,Prepaid,0
27.0,14.2,2,40,Prepaid,0
48.0,19.6,3,9,Postpaid,0
69.0,6.9,3,26,Prepaid,1
45.0,10.0,3,18,Prepaid,0
33.0,7.4,4,24,Postpaid,0
53.0,7.0,3,46,Prepaid,0
60.0,8.4,0,36,Prepaid,0
42.0,10.8,0,54,Postpaid,0
31.0,15.5,5,34,Prepaid,1
55.0,13.9,4,3,Prepaid,0
27.0,5.7,1,42,Prepaid,0
69.0,19.8,0,5,Postpaid,0
34.0,17.7,1,21,Prepaid,0
36.0,6.6,3,56,Prepaid,0
55.0,19.3,3,59,Prepaid,0
18.0,14.0,1,9,Prepaid,0
28.0,11.1,1,59,Prepaid,0
24.0,14.1,1,58,Prepaid,0
38.0,11.8,2,52,Prepaid,0
46.0,15.3,1,49,Prepaid,0
27.0,13.1,2,5,Postpaid,0
35.0,10.0,0,8,Postpaid,0
58.0,0.0,5,37,Prepaid,1
66.0,15.2,5,7,Prepaid,0
18.0,9.8,2,15,Postpaid,0
50.0,16.7,4,58,Postpaid,0
19.0,14.9,3,54,Prepaid,0
45.0,9.9,0,16,Prepaid,0
63.0,18.1,1,32,Prepaid,0
59.0,13.2,0,32,Prepaid,0
30.0,13.0,4,16,Prepaid,0
31.0,11.2,4,14,Prepaid,0
58.0,22.1,3,26,Postpaid,0
60.0,7.7,0,36,Prepaid,0
32.0,10.1,1,48,Prepaid,0
18.0,4.6,2,50,Prepaid,0
41.0,16.4,0,2,Prepaid,0
50.0,8.5,0,39,Prepaid,0
41.0,9.2,1,37,Postpaid,0
66.0,8.9,3,3,Prepaid,0
60.0,12.4,0,50,Prepaid,0
58.0,4.5,5,36,Prepaid,0
19.0,0.0,2,43,Postpaid,0
62.0,14.7,1,39,Postpaid,0
57.0,0.0,0,20,Prepaid,0
38.0,17.1,5,12,Postpaid,0
48.0,21.4,3,23,Prepaid,0
60.0,11.0,5,45,Prepaid,0
65.0,19.8,4,38,Prepaid,0
46.0,11.9,5,37,Postpaid,0
20.0,21.6,5,8,Postpaid,1
50.0,9.3,4,1,Postpaid,0
53.0,0.0,5,40,Postpaid,0
21.0,11.5,5,57,Prepaid,0
60.0,22.2,1,22,Postpaid,0
28.0,15.2,3,27,Prepaid,0
64.0,8.9,5,57,Postpaid,0
46.0,14.0,5,14,Prepaid,0
34.0,17.8,0,31,Prepaid,0
21.0,11.5,0,6,Prepaid,0
18.0,27.8,1,16,Prepaid,0
56.0,8.9,4,23,Prepaid,1
37.0,18.0,2,41,Postpaid,0
61.0,16.6,3,19,Postpaid,0
29.0,7.8,0,28,Prepaid,0
65.0,9.5,0,18,Prepaid,0
66.0,18.1,4,9,Prepaid,0
23.0,12.9,1,47,Prepaid,0
51.0,14.0,0,40,Prepaid,0
66.0,2.2,1,39,Postpaid,0
34.0,15.9,1,35,Postpaid,0
21.0,13.7,2,8,Prepaid,0
63.0,11.6,5,31,Postpaid,0
42.0,14.2,1,42,Prepaid,0
19.0,9.5,3,30,Postpaid,0
61.0,8.4,1,43,Postpaid,0
53.0,10.5,2,20,Prepaid,1
21.0,9.2,1,31,Prepaid,0
31.0,25.1,2,23,Postpaid,0
18.0,17.5,3,59,Postpaid,0
67.0,6.2,3,11,Postpaid,1
19.0,24.2,0,17,Prepaid,0
59.0,9.4,0,41,Prepaid,0
44.0,12.2,1,4,Prepaid,1
48.0,17.4,5,31,Prepaid,0
60.0,0.2,1,2,Prepaid,0
64.0,10.6,3,32,Prepaid,0
24.0,8.6,2,19,Postpaid,0
18.0,13.2,2,12,Prepaid,0
24.0,14.2,0,30,Postpaid,0
53.0,11.5,2,20,Prepaid,1
47.0,11.3,5,5,Prepaid,1
22.0,18.4,5,32,Prepaid,0
30.0,13.8,1,34,Postpaid,0
45.0,12.2,3,40,Prepaid,0
55.0,12.9,1,54,Prepaid,0
35.0,23.0,5,42,Postpaid,0
67.0,13.0,3,48,Prepaid,0
69.0,8.9,5,39,Prepaid,0
57.0,0.5,5,40,Postpaid,0
41.0,3.4,1,47,Prepaid,0
63.0,9.2,2,40,Postpaid,0
55.0,11.3,3,30,Postpaid,0
45.0,8.7,1,44,Postpaid,0
41.0,14.1,4,57,Prepaid,0
61.0,8.6,3,30,Prepaid,0
46.0,6.5,1,14,Postpaid,0
27.0,15.7,2,24,Prepaid,0
69.0,20.2,4,1,Prepaid,1
21.0,5.4,2,19,Postpaid,1
54.0,13.5,4,53,Postpaid,0
52.0,0.6,5,6,Prepaid,0
48.0,3.2,2,53,Postpaid,0
20.0,8.5,5,34,Prepaid,1
43.0,18.8,2,19,Postpaid,0
64.0,7.3,3,28,Prepaid,0
30.0,7.1,4,52,Prepaid,0
53.0,12.2,0,8,Prepaid,0
62.0,12.2,4,34,Prepaid,0
67.0,7.3,3,16,Prepaid,0
44.0,23.9,3,32,Postpaid,0
34.0,10.4,5,47,Prepaid,0
54.0,12.7,2,55,Postpaid,0
43.0,9.6,5,16,Prepaid,0
50.0,14.6,3,40,Prepaid,0
56.0,19.4,1,26,Prepaid,0
54.0,22.0,3,30,Postpaid,0
30.0,7.4,1,10,Prepaid,0
57.0,18.6,5,51,Prepaid,1
46.0,15.3,0,11,Prepaid,0
66.0,17.8,2,3,Postpaid,0
52.0,11.4,4,45,Postpaid,0
64.0,10.9,0,24,Postpaid,0
68.0,17.6,2,4,Postpaid,0
69.0,17.7,3,41,Postpaid,0
56.0,21.4,2,17,Postpaid,0
49.0,13.2,4,58,Postpaid,0
24.0,11.4,1,58,Prepaid,0
38.0,0.0,2,33,Prepaid,0
42.0,2.3,1,29,Postpaid,0
58.0,9.6,3,27,Postpaid,0
48.0,5.4,5,36,Postpaid,1
40.0,16.9,1,54,Prepaid,0
25.0,4.1,2,38,Postpaid,0
55.0,9.0,1,6,Prepaid,1
40.0,9.2,1,12,Prepaid,0
19.0,19.2,5,38,Prepaid,0
32.0,8.4,4,22,Prepaid,0
63.0,14.7,5,29,Prepaid,0
24.0,13.2,3,24,Postpaid,0
39.0,17.4,3,36,Postpaid,0
44.0,17.1,4,14,Prepaid,0
22.0,11.8,3,5,Prepaid,0
26.0,1.8,4,14,Postpaid,1
66.0,10.6,1,40,Postpaid,0
48.0,11.9,0,36,Postpaid,0
28.0,13.7,2,48,Prepaid,0
26.0,7.6,0,7,Prepaid,1
40.0,18.8,0,9,Postpaid,0
55.0,12.1,0,8,Prepaid,0
55.0,6.5,0,34,Postpaid,0
28.0,9.3,4,34,Prepaid,0
55.0,23.6,3,10,Postpaid,0
64.0,16.0,5,27,Prepaid,1
29.0,18.3,1,4,Prepaid,0
19.0,5.8,1,37,Prepaid,0
67.0,7.9,2,34,Prepaid,0
45.0,7.9,4,2,Prepaid,0
58.0,13.1,5,6,Prepaid,0
34.0,11.0,4,42,Prepaid,0
33.0,9.1,3,54,Prepaid,0
29.0,9.8,5,51,Prepaid,0
29.0,7.2,1,34,Prepaid,0
42.0,10.9,2,31,Postpaid,0
23.0,18.7,1,48,Prepaid,0
61.0,2.9,0,50,Postpaid,0
44.0,14.1,2,54,Prepaid,0
65.0,20.3,4,24,Prepaid,0
44.0,10.9,1,29,Postpaid,0
33.0,8.8,4,5,Postpaid,0
44.0,17.5,3,11,Postpaid,0
26.0,6.1,4,23,Prepaid,0
60.0,11.9,1,48,Prepaid,0
55.0,5.8,5,27,Prepaid,1
25.0,0.8,1,35,Prepaid,0
48.0,11.1,2,52,Postpaid,0
45.0,4.4,4,29,Prepaid,0
28.0,11.9,4,20,Prepaid,1
24.0,18.7,1,44,Prepaid,0
57.0,23.1,1,19,Prepaid,0
31.0,12.6,2,23,Prepaid,0
44.0,18.1,2,53,Prepaid,1
30.0,14.4,0,26,Postpaid,1
51.0,9.7,1,15,Prepaid,0
20.0,0.5,0,50,Prepaid,0
36.0,21.8,0,38,Prepaid,0
46.0,5.7,2,46,Prepaid,0
40.0,20.3,0,20,Prepaid,0
49.0,15.2,4,47,Postpaid,0
27.0,6.1,4,57,Prepaid,0
40.0,13.9,1,10,Prepaid,0
57.0,24.8,5,12,Postpaid,0
35.0,21.2,3,34,Prepaid,0
26.0,8.9,1,43,Prepaid,0
62.0,7.7,1,1,Postpaid,0
58.0,12.6,2,33,Prepaid,0
53.0,11.0,5,8,Prepaid,0
59.0,19.2,0,58,Postpaid,0
58.0,16.4,0,43,Postpaid,0
56.0,1.8,2,59,Prepaid,0
44.0,14.8,5,13,Postpaid,1
19.0,10.9,1,47,Prepaid,0
49.0,12.2,4,23,Postpaid,0
32.0,13.5,3,7,Prepaid,0
58.0,19.2,1,29,Prepaid,0
42.0,17.9,5,28,Postpaid,0
65.0,7.5,0,30,Prepaid,0
48.0,11.6,3,51,Postpaid,0
46.0,9.3,3,17,Prepaid,0
65.0,1.9,4,38,Postpaid,0
42.0,11.3,5,12,Prepaid,0
37.0,23.1,4,52,Prepaid,0
37.0,1.7,3,28,Prepaid,0
63.0,11.9,0,48,Prepaid,0
57.0,11.7,1,16,Prepaid,0
26.0,13.7,2,19,Postpaid,0
43.0,6.2,2,58,Postpaid,0
37.0,3.4,0,12,Prepaid,0
51.0,3.7,0,34,Prepaid,0
20.0,20.0,2,20,Prepaid,0
55.0,6.1,4,24,Postpaid,0
56.0,9.0,5,42,Postpaid,0
29.0,24.6,5,47,Prepaid,1
25.0,7.6,2,29,Prepaid,0
50.0,14.1,5,38,Prepaid,0
31.0,18.4,2,3,Prepaid,0
66.0,18.1,2,14,Prepaid,0
58.0,4.0,1,44,Prepaid,0
67.0,7.7,3,40,Postpaid,1
45.0,13.8,1,3,Prepaid,0
66.0,23.6,2,53,Prepaid,0
18.0,7.4,5,25,Prepaid,1
33.0,9.0,3,18,Prepaid,0
18.0,14.5,1,28,Postpaid,0
53.0,15.7,4,24,Postpaid,0
44.0,16.1,4,30,Prepaid,1
32.0,6.9,3,10,Prepaid,1
33.0,8.8,0,9,Postpaid,0
51.0,13.3,1,59,Postpaid,0
27.0,19.6,0,45,Postpaid,0
44.0,10.6,5,22,Prepaid,0
49.0,11.9,1,51,Prepaid,1
30.0,5.8,2,47,Prepaid,0
29.0,23.2,5,42,Prepaid,0
36.0,12.9,5,43,Postpaid,0
48.0,18.5,1,57,Prepaid,0
31.0,12.2,5,50,Prepaid,0
37.0,12.5,4,16,Prepaid,1
46.0,3.0,3,43,Prepaid,0
27.0,0.0,1,10,Postpaid,0
47.0,19.5,4,30,Prepaid,0
25.0,12.5,3,4,Prepaid,1
25.0,13.2,2,10,Postpaid,0
30.0,4.5,3,43,Prepaid,0
32.0,6.6,1,22,Prepaid,0
19.0,18.4,3,10,Prepaid,1
68.0,22.4,0,58,Prepaid,0
34.0,8.3,1,56,Prepaid,0
59.0,16.0,2,14,Prepaid,0
64.0,13.1,0,36,Prepaid,1
59.0,11.3,5,18,Postpaid,1
61.0,23.1,5,48,Postpaid,0
23.0,9.3,2,41,Prepaid,0
37.0,19.4,3,26,Prepaid,1
56.0,14.3,1,55,Prepaid,0
47.0,11.9,1,44,Prepaid,0
18.0,20.2,5,9,Prepaid,0
47.0,13.7,2,27,Prepaid,0
59.0,11.4,5,49,Prepaid,0
61.0,20.3,0,32,Prepaid,0
37.0,19.5,0,6,Prepaid,0
30.0,19.2,2,46,Postpaid,0
34.0,0.0,4,29,Prepaid,1
33.0,14.6,2,15,Postpaid,0
36.0,13.3,5,49,Prepaid,0
33.0,11.8,0,53,Prepaid,0
41.0,15.7,5,35,Postpaid,0
20.0,13.6,2,43,Prepaid,1
32.0,16.1,1,15,Postpaid,0
34.0,10.4,3,45,Prepaid,0
25.0,21.0,4,54,Prepaid,0
63.0,16.7,5,15,Prepaid,0
53.0,15.3,0,56,Prepaid,0
65.0,15.0,4,6,Postpaid,0
47.0,18.9,1,27,Prepaid,0
23.0,18.1,3,5,Prepaid,0
65.0,11.3,2,27,Prepaid,0
41.0,17.9,4,39,Prepaid,0
53.0,13.0,2,52,Prepaid,0
37.0,23.5,1,9,Prepaid,0
43.0,18.6,2,53,Postpaid,0
43.0,8.2,4,59,Postpaid,0
32.0,26.0,5,4,Prepaid,0
46.0,0.0,0,57,Postpaid,0
56.0,15.8,3,54,Postpaid,0
19.0,7.8,0,2,Prepaid,0
24.0,23.3,3,4,Postpaid,0
61.0,13.5,3,43,Prepaid,0
47.0,7.2,5,25,Prepaid,0
68.0,10.4,1,16,Postpaid,0
49.0,7.7,4,24,Prepaid,1
51.0,10.2,4,21,Postpaid,0
64.0,10.0,3,58,Postpaid,0
52.0,7.5,3,15,Postpaid,0
35.0,13.6,3,6,Prepaid,0
45.0,14.3,0,50,Prepaid,0
30.0,6.0,4,50,Prepaid,0
35.0,2.1,2,53,Prepaid,0
53.0,13.9,0,58,Postpaid,0
25.0,15.2,3,3,Prepaid,0
52.0,16.4,5,46,Prepaid,0
48.0,15.3,4,16,Postpaid,0
34.0,21.4,1,25,Prepaid,0
20.0,18.0,4,27,Postpaid,0
54.0,28.1,5,59,Prepaid,0
60.0,30.6,1,31,Prepaid,0
55.0,1.5,3,14,Prepaid,1
39.0,0.0,5,6,Prepaid,0
51.0,12.0,0,35,Postpaid,0
39.0,15.0,2,49,Prepaid,0
36.0,11.5,2,42,Prepaid,0
35.0,16.2,0,56,Postpaid,0
28.0,10.4,1,3,Prepaid,0
68.0,7.8,3,24,Prepaid,0
52.0,8.7,1,37,Prepaid,0
27.0,10.8,1,51,Postpaid,0
62.0,17.1,1,19,Postpaid,0
25.0,9.1,0,40,Prepaid,0
48.0,10.3,3,13,Prepaid,1
26.0,15.4,1,35,Postpaid,0
36.0,10.8,3,46,Postpaid,0
52.0,18.7,4,49,Prepaid,0
69.0,6.5,2,27,Postpaid,0
69.0,5.2,5,28,Prepaid,0
64.0,13.8,1,53,Prepaid,0
30.0,14.4,5,33,Postpaid,0
22.0,6.8,1,21,Postpaid,0
65.0,20.1,1,17,Prepaid,0
66.0,23.5,5,42,Postpaid,0
32.0,8.2,2,43,Prepaid,0
18.0,20.9,4,32,Postpaid,0
51.0,0.0,4,10,Prepaid,0
21.0,18.5,2,10,Postpaid,0
20.0,6.9,1,15,Prepaid,0
66.0,17.9,2,1,Prepaid,0
43.0,6.2,2,29,Postpaid,0
23.0,11.6,2,25,Prepaid,0
52.0,7.1,1,23,Prepaid,0
37.0,10.7,5,56,Postpaid,0
45.0,23.0,3,15,Prepaid,0
64.0,11.4,4,48,Postpaid,0
30.0,24.7,3,12,Prepaid,0
51.0,9.7,2,37,Prepaid,0
61.0,21.0,1,51,Prepaid,0
40.0,2.2,5,50,Prepaid,1
68.0,10.3,0,35,Prepaid,0
41.0,8.8,1,13,Prepaid,0
41.0,21.2,4,23,Prepaid,0
63.0,13.1,3,26,Prepaid,0
51.0,0.0,3,50,Postpaid,0
63.0,4.1,0,23,Prepaid,0
